,LSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
25350,E01026026,0.231,0.17,78.452,6.68
25351,E01026027,0.122,0.077,46.039,10.918
25352,E01026028,0.145,0.123,43.056,10.243
25353,E01026029,0.069,0.057,26.722,29.116
25354,E01026030,0.222,0.144,67.675,11.355
25355,E01026031,0.102,0.082,37.847,10.709
25356,E01026032,0.101,0.067,59.134,8.204
25357,E01026033,0.109,0.105,29.871,50.674
25358,E01026034,0.124,0.108,41.593,24.982
25359,E01026035,0.039,0.053,19.127,27.099
25360,E01026036,0.077,0.066,64.652,6.038
25361,E01026037,0.208,0.155,63.077,16.052
25362,E01026038,0.065,0.059,22.63,25.838
25363,E01026039,0.082,0.09,18.995,26.863
25364,E01026040,0.084,0.08,25.632,26.721
25365,E01026041,0.237,0.158,43.465,8.579
25366,E01026042,0.225,0.178,25.54,8.078
25367,E01026043,0.196,0.163,32.668,8.739
25368,E01026044,0.127,0.157,23.028,19.793
25369,E01026045,0.132,0.129,17.776,32.384
25370,E01026046,0.194,0.177,28.737,20.383
25371,E01026047,0.1,0.09,27.079,9.292
25372,E01026048,0.319,0.354,75.842,18.354
25373,E01026049,0.182,0.175,39.6,27.672
25374,E01026050,0.183,0.238,56.221,10.197
25375,E01026051,0.07,0.077,21.367,24.097
25376,E01026052,0.125,0.101,16.344,24.28
25377,E01026053,0.068,0.057,12.828,22.115
25378,E01026054,0.147,0.084,26.356,6.987
25379,E01026055,0.128,0.104,18.792,43.748
25380,E01026056,0.167,0.185,31.843,43.6
25381,E01026057,0.095,0.089,21.794,49.145
25382,E01026058,0.083,0.082,19.053,20.864
25383,E01026059,0.135,0.165,20.738,29.959
25384,E01026060,0.11,0.12,23.467,47.075
25385,E01026061,0.057,0.055,11.428,5.61
25386,E01026062,0.113,0.086,13.512,4.361
25387,E01026063,0.053,0.054,15.012,11.015
25388,E01026064,0.225,0.17,45.916,28.892
25389,E01026065,0.074,0.071,8.905,13.192
25390,E01026066,0.073,0.083,12.434,24.723
25391,E01026067,0.164,0.135,16.594,15.187
25392,E01026068,0.104,0.093,15.199,48.459
25393,E01026069,0.256,0.214,64.282,21.671
25394,E01026070,0.073,0.075,14.979,47.151
25395,E01026071,0.09,0.085,13.125,49.933
25396,E01026072,0.311,0.304,69.234,10.422
25397,E01026073,0.334,0.343,53.228,14.03
25398,E01026074,0.316,0.31,62.199,27.356
25399,E01026075,0.129,0.102,22.515,46.29
25400,E01026076,0.101,0.096,20.51,38.581
25401,E01026077,0.21,0.17,29.725,18.787
25402,E01026078,0.17,0.162,35.309,23.03
25403,E01026079,0.137,0.127,25.543,21.544
25404,E01026080,0.074,0.076,11.54,17.748
25405,E01026081,0.143,0.124,21.642,9.296
25406,E01026082,0.08,0.069,15.168,50.534
25407,E01026083,0.365,0.317,84.912,15.056
25408,E01026084,0.2,0.172,53.618,9.502
25409,E01026085,0.163,0.169,43.617,17.949
25410,E01026087,0.256,0.208,39.751,14.648
25411,E01026088,0.062,0.07,17.41,10.577
25412,E01026089,0.09,0.085,11.097,13.065
25413,E01026090,0.147,0.125,29.184,17.728
25414,E01026091,0.064,0.059,14.627,22.552
25415,E01026092,0.316,0.254,58.396,16.724
25416,E01026093,0.359,0.32,61.14,18.039
25417,E01026094,0.26,0.233,64.607,23.926
25418,E01026095,0.223,0.226,35.943,13.342
25419,E01026096,0.083,0.066,25.409,23.906
25420,E01026097,0.238,0.211,57.149,14.865
25421,E01026098,0.08,0.072,15.328,29.676
25422,E01026099,0.149,0.143,27.71,48.585
25423,E01026100,0.125,0.081,26.242,8.917
25424,E01026101,0.244,0.231,47.886,9.391
25425,E01026102,0.131,0.12,34.266,38.032
25426,E01026103,0.198,0.226,44.495,7.87
25427,E01026104,0.174,0.219,43.256,23.886
25428,E01026105,0.092,0.082,12.903,45.393
25429,E01026106,0.078,0.067,9.84,12.072
25430,E01026107,0.072,0.066,13.503,40.814
25431,E01026108,0.279,0.213,54.43,22.942
25432,E01026109,0.197,0.249,59.021,29.732
25433,E01026110,0.186,0.169,34.218,33.375
25434,E01026111,0.165,0.183,42.926,40.379
25435,E01026112,0.426,0.263,67.29,34.938
25436,E01026113,0.155,0.135,30.139,45.24
25437,E01026114,0.27,0.265,63.703,15.493
25438,E01026115,0.266,0.236,73.713,16.641
25439,E01026116,0.196,0.191,53.184,13.334
25440,E01026117,0.124,0.12,22.883,46.713
25441,E01026118,0.059,0.06,8.262,20.333
25442,E01026119,0.064,0.056,4.171,22.256
25443,E01026120,0.127,0.111,14.07,7.227
25444,E01026121,0.129,0.111,22.461,39.891
25445,E01026122,0.115,0.097,27.493,19.64
25446,E01026123,0.226,0.155,25.623,26.753
25447,E01026124,0.168,0.118,35.942,15.623
25448,E01026125,0.088,0.081,30.72,22.598
25449,E01026126,0.304,0.257,60.556,20.807
25450,E01026127,0.296,0.226,61.38,22.765
25451,E01026128,0.101,0.086,19.93,19.797
25452,E01026129,0.392,0.299,76.351,32.271
25453,E01026130,0.06,0.088,12.224,18.696
25454,E01026131,0.167,0.137,28.636,15.008
25455,E01026132,0.082,0.046,21.843,29.097
25456,E01026133,0.09,0.055,25.148,29.683
25457,E01026134,0.18,0.121,22.112,21.034
25458,E01026135,0.081,0.068,14.997,8.68
25459,E01026136,0.045,0.046,11.268,9.889
25460,E01026137,0.067,0.069,21.822,18.196
25461,E01026138,0.054,0.06,18.791,8.421
25462,E01026139,0.052,0.045,8.725,14.972
25463,E01026140,0.158,0.138,36.884,16.036
25464,E01026141,0.065,0.064,8.402,18.077
25465,E01026142,0.237,0.168,40.127,33.409
25466,E01026143,0.06,0.048,4.414,24.962
25467,E01026144,0.115,0.066,16.811,23.189
25468,E01026145,0.065,0.054,7.622,16.053
25469,E01026146,0.122,0.069,34.143,23.3
25470,E01026147,0.07,0.088,5.583,22.569
25471,E01026148,0.131,0.096,14.869,17.569
25472,E01026149,0.266,0.263,46.365,33.739
25473,E01026150,0.286,0.233,50.838,25.419
25474,E01026151,0.106,0.095,14.967,20.781
25475,E01026152,0.396,0.288,83.636,27.83
25476,E01026153,0.09,0.074,14.304,20.481
25477,E01026154,0.214,0.155,57.947,16.241
25478,E01026155,0.056,0.055,11.324,30.964
25479,E01026156,0.198,0.157,57.677,27.77
25480,E01026157,0.299,0.275,72.59,22.237
25481,E01026158,0.073,0.079,13.237,26.145
25482,E01026159,0.094,0.076,17.303,19.998
25483,E01026160,0.049,0.051,15.58,17.343
25484,E01026161,0.252,0.206,54.597,21.057
25485,E01026162,0.122,0.119,21.14,26.243
25486,E01026163,0.056,0.066,17.574,25.605
25487,E01026164,0.051,0.051,3.771,24.27
25488,E01026165,0.256,0.222,38.621,20.031
25489,E01026166,0.26,0.204,44.775,20.647
25490,E01026167,0.048,0.051,1.068,21.745
25491,E01026168,0.313,0.251,60.254,23.266
25492,E01026169,0.149,0.157,24.367,27.116
25493,E01026170,0.215,0.18,39.861,29.932
25494,E01026171,0.047,0.054,21.771,24.182
25495,E01026172,0.235,0.185,52.899,23.074
25496,E01026173,0.421,0.319,82.295,30.378
25497,E01026174,0.138,0.105,22.775,20.083
25498,E01026175,0.225,0.168,45.206,21.309
25499,E01026176,0.254,0.2,57.796,22.699
25500,E01026177,0.172,0.09,46.806,19.278
25501,E01026178,0.126,0.086,26.303,18.669
25502,E01026179,0.045,0.053,10.973,39.393
25503,E01026180,0.097,0.121,18.128,41.433
25504,E01026182,0.052,0.056,4.832,1.244
25505,E01026183,0.172,0.147,26.34,24.485
25506,E01026184,0.022,0.021,9.963,15.845
25507,E01026185,0.087,0.089,16.221,9.596
25508,E01026186,0.041,0.046,7.465,8.69
25509,E01026187,0.04,0.038,4.065,20.93
25510,E01026188,0.109,0.076,11.079,17.319
25511,E01026189,0.046,0.056,5.321,1.384
25512,E01026190,0.153,0.141,23.059,13.181
25513,E01026191,0.075,0.072,7.647,32.695
25514,E01026192,0.094,0.096,9.025,45.939
25515,E01026193,0.063,0.064,9.721,29.645
25516,E01026194,0.08,0.063,6.372,11.824
25517,E01026195,0.041,0.045,3.877,32.668
25518,E01026196,0.064,0.05,6.493,9.019
25519,E01026197,0.054,0.062,6.525,25.181
25520,E01026198,0.012,0.018,4.444,12.96
25521,E01026199,0.065,0.066,12.88,32.015
25522,E01026200,0.072,0.051,12.577,25.861
25523,E01026201,0.111,0.082,25.421,32.743
25524,E01026202,0.109,0.09,9.85,8.731
25525,E01026203,0.055,0.049,5.722,15.787
25526,E01026204,0.033,0.041,6.06,8.816
25527,E01026205,0.121,0.115,14.819,9.739
25528,E01026206,0.05,0.043,5.187,12.859
25529,E01026207,0.118,0.106,26.553,50.735
25530,E01026208,0.073,0.062,5.595,35.94
25531,E01026209,0.051,0.05,6.686,27.231
25532,E01026210,0.107,0.089,10.571,30.397
25533,E01026211,0.061,0.059,7.063,15.574
25534,E01026212,0.074,0.078,13.764,12.256
25535,E01026213,0.159,0.123,27.145,7.548
25536,E01026214,0.074,0.057,14.107,5.913
25537,E01026215,0.041,0.055,10.242,3.264
25538,E01026218,0.086,0.097,13.928,10.073
25539,E01026219,0.076,0.064,18.624,6.048
25540,E01026220,0.102,0.113,20.348,12.818
25541,E01026221,0.09,0.07,10.648,45.65
25542,E01026222,0.083,0.068,11.942,9.878
25543,E01026223,0.069,0.065,10.956,17.989
25544,E01026224,0.187,0.145,37.59,11.765
25545,E01026225,0.062,0.057,17.688,8.711
25546,E01026226,0.057,0.065,10.968,6.143
25547,E01026227,0.168,0.139,23.714,13.925
25548,E01026228,0.085,0.064,19.933,16.135
25549,E01026229,0.064,0.06,11.059,16.689
25550,E01026230,0.195,0.127,42.821,17.586
25551,E01026231,0.069,0.05,13.484,13.814
25552,E01026232,0.13,0.128,20.629,22.233
25553,E01026233,0.044,0.038,4.505,22.9
25554,E01026234,0.032,0.046,5.004,36.442
25555,E01026235,0.224,0.167,33.113,10.092
25556,E01026236,0.109,0.074,23.763,11.559
25557,E01026237,0.063,0.072,19.986,4.391
25558,E01026238,0.06,0.058,10.978,27.582
25559,E01026239,0.094,0.075,30.9,11.539
25560,E01026240,0.084,0.075,28.416,17.713
25561,E01026241,0.091,0.064,29.885,51.052
25562,E01026242,0.088,0.07,23.491,16.064
25563,E01026243,0.141,0.111,42.443,20.909
25564,E01026244,0.074,0.073,24.573,33.65
25565,E01026245,0.125,0.118,26.76,34.539
25566,E01026246,0.131,0.113,42.74,47.703
25567,E01026247,0.114,0.082,35.316,9.254
25568,E01026248,0.099,0.104,39.328,47.101
25569,E01026249,0.079,0.072,29.523,39.474
25570,E01026250,0.159,0.113,36.169,11.623
25571,E01026251,0.078,0.078,28.373,25.68
25572,E01026252,0.092,0.087,23.734,8.684
25573,E01026253,0.138,0.136,44.823,24.172
25574,E01026254,0.157,0.132,27.852,34.964
25575,E01026255,0.097,0.101,29.891,16.302
25576,E01026256,0.133,0.124,37.277,32.69
25577,E01026257,0.098,0.087,30.703,18.735
25578,E01026258,0.073,0.072,25.673,13.969
25579,E01026259,0.089,0.079,30.613,39.749
25580,E01026260,0.129,0.088,32.75,15.53
25581,E01026262,0.051,0.046,22.665,22.961
25582,E01026263,0.046,0.033,21.649,27.568
25583,E01026264,0.097,0.078,48.49,11.13
25584,E01026265,0.101,0.066,26.634,33.718
25585,E01026266,0.097,0.061,38.223,16.269
25586,E01026267,0.061,0.053,33.331,23.332
25587,E01026268,0.146,0.098,59.443,14.383
25588,E01026269,0.051,0.049,25.74,12.322
25589,E01026270,0.172,0.11,66.008,17.666
25590,E01026271,0.178,0.114,54.886,12.891
25591,E01026272,0.061,0.072,22.926,15.145
25592,E01026273,0.056,0.058,17.23,15.135
25593,E01026274,0.056,0.037,20.491,25.194
25594,E01026275,0.099,0.076,26.362,15.141
25595,E01026276,0.103,0.078,36.717,31.706
25596,E01026277,0.236,0.153,58.498,9.791
25597,E01026278,0.122,0.113,42.784,29.995
25598,E01026279,0.142,0.116,32.394,12.617
25599,E01026280,0.136,0.102,25.791,34.094
25600,E01026281,0.049,0.06,24.699,26.098
25601,E01026282,0.13,0.084,27.289,19.59
25602,E01026283,0.084,0.069,26.129,41.092
25603,E01026284,0.085,0.078,23.857,30.595
25604,E01026285,0.103,0.105,29.684,33.653
25605,E01026286,0.098,0.093,29.345,24.613
25606,E01026287,0.118,0.094,32.535,24.441
25607,E01026288,0.192,0.141,33.923,17.088
25608,E01026289,0.079,0.055,9.409,24.538
25609,E01026290,0.095,0.089,12.997,46.435
25610,E01026291,0.06,0.058,9.101,24.595
25611,E01026292,0.051,0.06,24.072,8.674
25612,E01026293,0.041,0.046,10.682,28.162
25613,E01026294,0.046,0.032,8.496,21.866
25614,E01026296,0.064,0.053,10.887,34.742
25615,E01026297,0.095,0.086,22.518,16.141
25616,E01026298,0.143,0.1,22.043,18.863
25617,E01026299,0.102,0.081,20.737,12.08
25618,E01026300,0.048,0.042,6.475,14.796
25619,E01026301,0.065,0.041,7.895,7.388
25620,E01026302,0.046,0.036,9.515,13.398
25621,E01026303,0.033,0.033,12.259,10.716
25622,E01026304,0.05,0.048,6.405,25.75
25623,E01026305,0.047,0.035,8.927,17.386
25624,E01026306,0.127,0.09,26.351,17.893
25625,E01026307,0.037,0.047,5.979,17.491
25626,E01026308,0.334,0.2,75.184,16.025
25627,E01026309,0.118,0.094,30.808,15.433
25628,E01026310,0.202,0.14,57.832,26.778
25629,E01026311,0.197,0.119,47.307,11.879
25630,E01026312,0.298,0.196,82.373,19.442
25631,E01026313,0.062,0.043,4.161,29.891
25632,E01026314,0.082,0.071,10.522,3.769
25633,E01026315,0.085,0.069,13.333,37.357
25634,E01026316,0.065,0.061,8.086,47.942
25635,E01026317,0.139,0.114,26.227,18.175
25636,E01026318,0.148,0.093,31.344,18.764
25637,E01026319,0.062,0.053,15.869,31.798
25638,E01026320,0.039,0.036,4.619,27.393
25639,E01026321,0.056,0.065,5.938,18.372
25640,E01026322,0.054,0.054,11.492,30.822
25641,E01026323,0.164,0.138,11.487,23.875
25642,E01026324,0.043,0.049,8.65,23.049
25643,E01026325,0.202,0.157,39.445,14.45
25644,E01026326,0.086,0.094,18.696,5.646
25645,E01026327,0.16,0.14,29.187,22.147
25646,E01026328,0.304,0.196,64.362,14.078
25647,E01026329,0.081,0.087,8.539,17.172
25648,E01026330,0.046,0.037,4.139,51.526
25649,E01026331,0.079,0.076,13.713,41.834
25650,E01026332,0.051,0.053,5.282,50.229
25651,E01026333,0.051,0.045,5.659,39.802
25652,E01026334,0.037,0.05,4.643,29.465
25653,E01026335,0.07,0.078,8.771,11.748
25654,E01026336,0.173,0.136,25.751,23.061
25655,E01026337,0.064,0.068,16.713,3.47
25656,E01026338,0.073,0.072,8.007,25.935
25657,E01026339,0.111,0.098,28.287,6.756
25658,E01026340,0.12,0.107,12.613,13.418
25659,E01026341,0.09,0.101,14.202,17.805
25660,E01026342,0.051,0.05,6.085,31.227
25661,E01026343,0.147,0.116,24.025,15.538
25662,E01026344,0.091,0.076,14.123,14.306
25663,E01026345,0.133,0.105,24.491,18.355
25664,E01026346,0.08,0.06,12.808,9.142
25665,E01026347,0.087,0.054,5.407,12.062
25666,E01026348,0.107,0.085,28.271,9.214
25667,E01026349,0.128,0.093,21.481,19.024
25668,E01026350,0.068,0.066,4.227,39.855
25669,E01026351,0.089,0.064,7.581,15.689
25670,E01026352,0.04,0.043,5.663,20.669
25671,E01026353,0.161,0.123,15.219,19.316
25672,E01026354,0.033,0.041,4.054,33.839
25673,E01026355,0.061,0.057,5.178,24.593
25674,E01026356,0.032,0.032,3.013,30.995
25675,E01026357,0.049,0.035,12.132,18.921
25676,E01026358,0.031,0.031,3.109,11.446
25677,E01026359,0.014,0.02,1.834,13.563
25678,E01026360,0.066,0.048,4.901,21.864
25679,E01026361,0.116,0.093,20.56,22.211
25680,E01026362,0.027,0.036,5.78,17.769
25681,E01026363,0.058,0.043,4.224,40.31
25682,E01026364,0.051,0.039,3.884,6.183
25683,E01026365,0.048,0.049,3.949,41.923
25684,E01026366,0.125,0.121,26.76,27.681
25685,E01026367,0.127,0.125,12.065,30.917
25686,E01026368,0.08,0.072,13.287,14.422
25687,E01026369,0.095,0.085,12.101,6.706
25688,E01026370,0.058,0.056,11.428,19.444
25689,E01026371,0.064,0.06,7.767,12.111
25690,E01026372,0.074,0.071,9.283,26.999
25691,E01026373,0.094,0.092,20.899,39.611
25692,E01026374,0.347,0.266,82.831,22.484
25693,E01026375,0.329,0.222,68.525,31.671
25694,E01026376,0.238,0.204,65.154,24.156
25695,E01026377,0.179,0.15,39.717,19.463
25696,E01026378,0.282,0.21,63.563,7.544
25697,E01026379,0.231,0.168,38.51,9.255
25698,E01026380,0.112,0.097,23.94,18.832
25699,E01026381,0.261,0.22,28.715,8.725
25700,E01026382,0.248,0.151,41.89,23.992
25701,E01026383,0.453,0.367,72.228,11.298
25702,E01026384,0.313,0.273,50.034,8.276
25703,E01026385,0.099,0.093,10.267,33.902
25704,E01026386,0.188,0.154,34.758,27.804
25705,E01026387,0.074,0.064,7.097,48.207
25706,E01026388,0.067,0.069,10.051,39.833
25707,E01026389,0.179,0.152,16.131,8.542
25708,E01026390,0.168,0.121,17.841,14.566
25709,E01026391,0.087,0.08,7.287,36.802
25710,E01026392,0.08,0.075,10.722,26.66
25711,E01026393,0.036,0.05,4.16,6.386
25712,E01026394,0.064,0.058,10.103,23.465
25713,E01026395,0.06,0.042,3.89,4.99
25714,E01026396,0.044,0.048,13.838,8.332
25715,E01026397,0.058,0.054,3.565,37.996
25716,E01026398,0.099,0.084,12.75,11.389
25717,E01026399,0.085,0.084,8.176,28.606
25718,E01026400,0.059,0.044,10.16,30.842
25719,E01026401,0.047,0.042,5.88,24.382
25720,E01026402,0.058,0.064,7.139,8.659
25721,E01026403,0.092,0.083,7.569,48.647
25722,E01026404,0.099,0.112,9.632,26.934
25723,E01026405,0.041,0.038,2.959,34.624
25724,E01026406,0.02,0.032,2.396,39.685
25725,E01026407,0.099,0.104,18.22,18.606
25726,E01026408,0.114,0.115,14.904,9.702
25727,E01026409,0.07,0.075,17.056,41.02
25728,E01026410,0.076,0.109,16.882,33.761
25729,E01026411,0.07,0.072,11.138,27.271
25730,E01026412,0.099,0.097,7.066,8.963
25731,E01026413,0.039,0.05,3.851,6.274
25732,E01026414,0.088,0.079,11.876,43.01
25733,E01026415,0.161,0.132,29.368,39.802
25734,E01026416,0.13,0.11,11.75,41.956
25735,E01026419,0.075,0.071,18.791,39.635
25736,E01026420,0.061,0.06,21.04,16.713
25737,E01026421,0.06,0.046,17.011,24.992
25738,E01026422,0.048,0.053,22.969,9.097
25739,E01026423,0.118,0.08,44.156,19.129
25740,E01026424,0.065,0.071,22.166,23.018
25741,E01026425,0.217,0.192,45.184,19.159
25742,E01026426,0.157,0.153,29.745,21.176
25743,E01026427,0.088,0.085,29.391,13.702
25744,E01026428,0.102,0.104,28.669,26.593
25745,E01026429,0.15,0.133,28.665,10.583
25746,E01026430,0.092,0.096,13.985,37.564
25747,E01026431,0.123,0.095,24.181,21.932
25748,E01026432,0.056,0.066,20.662,10.888
25749,E01026433,0.101,0.079,46.975,25.017
25750,E01026434,0.078,0.072,25.164,11.242
25751,E01026435,0.076,0.059,25.488,41.49
25752,E01026436,0.073,0.062,20.139,23.619
25753,E01026437,0.075,0.09,29.125,20.285
25754,E01026438,0.073,0.064,29.261,39.8
25755,E01026439,0.059,0.06,20.644,4.12
25756,E01026440,0.041,0.025,23.295,43.775
25757,E01026441,0.099,0.083,15.019,24.858
25758,E01026442,0.082,0.074,21.932,45.751
25759,E01026443,0.108,0.083,17.071,33.232
25760,E01026444,0.086,0.086,33.774,51.677
25761,E01026445,0.116,0.106,28.298,18.913
25762,E01026446,0.098,0.103,32.09,8.268
25763,E01026447,0.17,0.125,43.694,28.099
25764,E01026448,0.046,0.041,12.444,29.489
25765,E01026449,0.08,0.076,26.375,19.083
25766,E01026450,0.054,0.052,20.836,20.241
25767,E01026451,0.104,0.086,25.266,12.404
25768,E01026452,0.078,0.067,15.855,33.756
25769,E01026453,0.12,0.094,26.014,50.831
25770,E01026454,0.047,0.04,20.677,24.008
25771,E01026455,0.214,0.154,53.967,42.255
25772,E01026456,0.055,0.057,26.901,18.059
25773,E01026457,0.066,0.083,28.261,19.546
25774,E01026458,0.175,0.149,50.611,19.459
25775,E01026459,0.193,0.173,57.642,14.645
25776,E01026461,0.05,0.056,9.574,24.919
25777,E01026462,0.066,0.062,13.961,42.113
25778,E01026464,0.068,0.068,21.52,38.104
25779,E01026465,0.151,0.123,73.764,18.029
25780,E01026466,0.126,0.093,50.655,12.875
25781,E01026467,0.241,0.16,90.485,24.397
25782,E01026468,0.113,0.095,38.526,12.703
25783,E01026469,0.068,0.061,32.831,10.839
25784,E01026470,0.037,0.026,30.52,29.394
25785,E01026471,0.047,0.036,39.319,34.431
25786,E01026472,0.042,0.05,27.718,8.862
25787,E01026473,0.049,0.048,29.818,12.117
25788,E01026474,0.126,0.109,57.803,20.325
25789,E01026475,0.086,0.086,21.754,26.877
25790,E01026476,0.163,0.131,77.919,22.211
25791,E01026477,0.244,0.193,77.249,17.908
25792,E01026478,0.194,0.137,69.515,28.365
25793,E01026479,0.093,0.072,19.756,26.97
25794,E01026480,0.071,0.066,24.431,10.038
25795,E01026481,0.092,0.073,30.324,36.762
25796,E01026483,0.141,0.095,34.414,38.079
25797,E01026484,0.072,0.04,9.126,37.316
25798,E01026485,0.061,0.061,14.494,49.082
25799,E01026486,0.08,0.081,43.166,18.38
25800,E01026487,0.078,0.062,51.003,29.207
25801,E01026488,0.176,0.149,82.442,12.469
25802,E01026489,0.071,0.074,41.625,19.818
25803,E01026490,0.056,0.063,31.167,18.375
25804,E01026491,0.056,0.054,19.315,50.914
25805,E01026492,0.098,0.073,33.248,16.479
25806,E01026493,0.082,0.073,43.459,33.256
25807,E01026494,0.068,0.069,14.662,28.081
25808,E01026495,0.123,0.125,35.629,35.312
25809,E01026496,0.088,0.097,17.279,31.576
25810,E01026497,0.062,0.053,12.559,8.916
25811,E01026498,0.123,0.098,29.887,18.681
25812,E01026499,0.155,0.152,34.868,15.11
25813,E01026500,0.05,0.08,8.521,25.884
25814,E01026501,0.104,0.087,19.454,38.768
25815,E01026502,0.087,0.051,10.577,23.091
25816,E01026503,0.054,0.053,14.091,20.715
25817,E01026504,0.056,0.051,12.476,42.209
25818,E01026505,0.125,0.097,7.058,34.422
25819,E01026506,0.042,0.053,7.816,8.94
25820,E01026507,0.046,0.044,7.199,8.11
25821,E01026508,0.088,0.086,18.769,15.249
25822,E01026509,0.036,0.042,9.462,27.167
25823,E01026510,0.039,0.042,7.769,9.87
25824,E01026511,0.097,0.088,16.899,45.294
25825,E01026512,0.112,0.081,16.837,31.773
25826,E01026513,0.057,0.053,14.907,13.073
25827,E01026514,0.066,0.067,9.871,28.122
25828,E01026515,0.054,0.057,13.182,27.148
25829,E01026516,0.103,0.096,21.48,22.096
25830,E01026517,0.062,0.062,10.328,26.918
25831,E01026518,0.074,0.056,16.878,28.889
25832,E01026519,0.07,0.049,11.915,26.692
25833,E01026520,0.082,0.116,13.349,27.686
25834,E01026521,0.041,0.041,7.961,6.209
25835,E01026522,0.118,0.085,18.44,35.016
25836,E01026523,0.094,0.097,22.93,34.518
25837,E01026524,0.064,0.052,10.001,39.756
25838,E01026525,0.06,0.045,13.018,46.551
25839,E01026526,0.079,0.109,17.918,13.285
25840,E01026527,0.055,0.052,17.065,8.414
25841,E01026528,0.096,0.07,28.227,15.183
25842,E01026529,0.09,0.112,19.584,22.776
25843,E01026530,0.066,0.058,18.434,10.079
25844,E01026531,0.063,0.067,14.607,15.328
25845,E01026532,0.077,0.079,22.052,8.959
25846,E01026533,0.067,0.071,20.601,36.975
25847,E01026534,0.085,0.069,18.558,44.068
25848,E01026535,0.084,0.076,24.96,34.285
25849,E01026536,0.08,0.076,21.002,12.362
25850,E01026537,0.061,0.042,15.781,12.212
25851,E01026538,0.094,0.103,23.364,30.362
25852,E01026539,0.058,0.058,18.218,48.282
25853,E01026540,0.037,0.056,9.682,9.559
25854,E01026541,0.126,0.096,27.23,22.327
25855,E01026542,0.059,0.062,21.298,17.268
25856,E01026543,0.042,0.039,4.273,23.57
25857,E01026544,0.051,0.059,14.598,13.417
25858,E01026545,0.075,0.088,12.92,33.149
25859,E01026546,0.027,0.03,4.443,39.231
25860,E01026547,0.08,0.075,12.71,13.6
25861,E01026548,0.055,0.038,5.841,14.726
25862,E01026549,0.101,0.096,21.086,23.121
25863,E01026550,0.044,0.053,23.391,14.087
25864,E01026551,0.092,0.058,18.328,9.76
25865,E01026552,0.04,0.047,16.784,12.261
25866,E01026553,0.117,0.109,27.285,15.641
25867,E01026554,0.044,0.057,17.465,15.078
25868,E01026555,0.088,0.092,24.649,17.512
25869,E01026556,0.077,0.074,26.436,26.906
25870,E01026557,0.058,0.059,16.414,10.211
25871,E01026558,0.046,0.055,19.074,21.783
25872,E01026559,0.054,0.056,15.244,20.572
25873,E01026560,0.048,0.061,20.863,7.163
25874,E01026561,0.045,0.053,18.452,13.239
25875,E01026562,0.04,0.027,6.919,21.077
25876,E01026563,0.063,0.04,18.271,27.798
25877,E01026564,0.062,0.063,16.501,24.377
25878,E01026565,0.093,0.075,22.51,31.573
25879,E01026566,0.073,0.075,14.646,23.344
25880,E01026567,0.038,0.049,8.67,7.656
25881,E01026568,0.026,0.04,6.322,11.421
25882,E01026569,0.103,0.122,20.022,16.158
25883,E01026570,0.053,0.054,12.627,11.909
25884,E01026571,0.06,0.057,11.256,6.998
25885,E01026572,0.037,0.036,10.8,11.273
25886,E01026573,0.142,0.133,25.515,11.611
25887,E01026574,0.039,0.042,6.468,16.437
25888,E01026575,0.116,0.125,28.859,10.997
25889,E01026576,0.042,0.029,8.45,35.289
25890,E01026577,0.07,0.06,5.581,27.757
25891,E01026578,0.076,0.06,17.93,17.103
25892,E01026579,0.063,0.083,17.782,22.723
25893,E01026580,0.096,0.121,15.857,24.883
25894,E01026581,0.059,0.051,15.232,24.61
25895,E01026582,0.048,0.051,20.614,18.075
25896,E01026583,0.112,0.127,24.777,23.212
25897,E01026584,0.067,0.076,26.334,9.203
25898,E01026585,0.119,0.111,28.561,14.341
25899,E01026586,0.199,0.127,27.719,26.086
25900,E01026587,0.047,0.058,22.493,16.275
25901,E01026588,0.096,0.087,20.787,8.145
25902,E01026589,0.133,0.127,24.077,25.28
25903,E01026590,0.086,0.107,19.154,23.264
25904,E01026591,0.1,0.119,31.153,16.523
25905,E01026592,0.236,0.196,46.317,18.608
25906,E01026593,0.08,0.081,15.862,22.397
25907,E01026594,0.132,0.098,28.82,9.321
25908,E01026595,0.284,0.234,61.547,18.749
25909,E01026596,0.199,0.153,44.556,16.13
25910,E01026597,0.387,0.38,87.393,22.532
25911,E01026598,0.296,0.264,79.47,20.754
25912,E01026599,0.267,0.221,46.801,14.18
25913,E01026600,0.244,0.186,61.23,29.507
25914,E01026601,0.216,0.141,47.823,19.55
25915,E01026602,0.171,0.149,39.625,19.574
25916,E01026603,0.345,0.301,65.495,23.414
25917,E01026604,0.345,0.306,61.355,18.872
25918,E01026605,0.086,0.093,25.064,12.424
25919,E01026606,0.134,0.168,18.647,20.919
25920,E01026607,0.166,0.134,36.336,22.826
25921,E01026608,0.079,0.081,21.648,20.643
25922,E01026609,0.1,0.084,14.794,42.474
25923,E01026610,0.133,0.096,21.568,12.497
25924,E01026611,0.086,0.082,9.339,32.664
25925,E01026612,0.064,0.097,16.896,41.231
25926,E01026613,0.074,0.072,21.934,34.562
25927,E01026614,0.138,0.144,38.744,35.396
25928,E01026615,0.086,0.088,21.091,22.749
25929,E01026616,0.096,0.089,28.824,24.785
25930,E01026617,0.2,0.17,38.916,24.901
